EpisodeId,Character,Actor
144,Marshall Eriksen,Jason Segel
144,Robin Scherbatsky,Cobie Smulders
144,Barney Stinson,Neil Patrick Harris
144,Lily Aldrin,Alyson Hannigan
144,Naomi,Katie Holmes
144,Rita,Christina Pickles
144,Morris,Jack Walsh
144,Daughter,Lyndsy Fonseca
144,Son,David Henrie
144,Waitress,Misty Monroe
144,Kid,Marlowe Peyton
144,Trick or Treater,Dylan Shea
144,Shop Owner,Van Epperson
144,Pat,Kevin Wayne Berger
144,Santa Claus,William Mulligan
144,Narrator (voice) (uncredited),Bob Saget
145,Ted Mosby,Josh Radnor
145,Marshall Eriksen,Jason Segel
145,Robin Scherbatsky,Cobie Smulders
145,Lily Aldrin,Alyson Hannigan
145,Barney Stinson,Neil Patrick Harris
145,Kevin,Kal Penn
145,Maya,Teresa Castillo
145,Kid,Dusan Brown
145,Yuthers,Bruce Gray
145,Man in Fez,J. Anthony McCarthy
145,TV News Anchor (voice),Rich Skidmore
145,Himself (archive footage) (uncredited),Michael Bloomberg
145,Narrator (voice) (uncredited),Bob Saget
146,Ted Mosby,Josh Radnor
146,Marshall Eriksen,Jason Segel
146,Robin Scherbatsky,Cobie Smulders
146,Barney Stinson,Neil Patrick Harris
146,Lily Aldrin,Alyson Hannigan
146,Kevin,Kal Penn
146,Nora,Nazanin Boniadi
146,Sandy Rivers,Alexis Denisof
146,King Charles,Jerry Minor
146,Erika,Katie Gill
146,Nora's Dad,Jacob Witkin
146,Hippie Dude,Dean Chekvala
146,Nora's Mom,Robin Krieger
146,Goatee Guy,David Neher
146,Singer #1,Sy Smith
146,Guitar Man,Tahmus Rounds
146,Waiter (uncredited),Brian Cawley
146,Rocker (uncredited),Brittany Kroll
146,Narrator (voice) (uncredited),Bob Saget
147,Ted Mosby,Josh Radnor
147,Marshall Eriksen,Jason Segel
147,Robin Scherbatsky,Cobie Smulders
147,Barney Stinson,Neil Patrick Harris
147,Lily Aldrin,Alyson Hannigan
147,James Stinson,Wayne Brady
147,Himself,Ernie Hudson
147,Daughter,Lyndsy Fonseca
147,Son,David Henrie
147,Annie,Nicole Andrews
147,Clive,Duncan Bravo
147,Anne,Victoria Geil
147,Annette,Chelsea Gilligan
147,Tom (as Jai D. Rodriguez),Jai Rodriguez
147,Narrator (voice) (uncredited),Bob Saget
148,Ted Mosby,Josh Radnor
148,Marshall Eriksen,Jason Segel
148,Robin Scherbatsky,Cobie Smulders
148,Barney Stinson,Neil Patrick Harris
148,Lily Aldrin,Alyson Hannigan
148,Dr. Sonya,Vicki Lewis
148,Scott,Chase Ellison
148,Insane Duane,Todd Grinnell
148,Sheila,Danielle Weeks
148,Robin's Daughter,Andra Nechita
148,Robin's Son,Noah Schnacky
148,Narrator (voice) (uncredited),Bob Saget
149,Ted Mosby,Josh Radnor
149,Marshall Eriksen,Jason Segel
149,Robin Scherbatsky,Cobie Smulders
149,Barney Stinson,Neil Patrick Harris
149,Lily Aldrin,Alyson Hannigan
149,Kevin,Kal Penn
149,Mickey Aldrin,Chris Elliott
149,Doug Martin,Will Sasso
149,Sandy Rivers,Alexis Denisof
149,Marvin Eriksen Sr.,Bill Fagerbakke
149,Marcus Eriksen,Ned Rolsma
149,Marvin Eriksen Jr.,Robert Michael Ryan
149,Tina,Chasty Ballesteros
149,Guy in Line,Jeremy Batiste
149,Guy in Black Suit,Chris Coppola
149,Sound Guy,Jay Ellis
149,Vikings Fan,John Maholm
149,Young Marshall Eriksen,Koby Rouviere
149,Mourner #2,Marty Ryan
149,Mourner #1,Stewart Skelton
149,Frat Dude,Joe Spellman
149,Disgusted Hot Girl (as Molly Shaffer Meyer),Molly Meyer
149,Sports Play-by-Play Announcer (uncredited),David H. Lawrence XVII
149,Partygoer (uncredited),Justin Piccari
149,Narrator (voice) (uncredited),Bob Saget
150,Ted Mosby,Josh Radnor
150,Marshall Eriksen,Jason Segel
150,Robin Scherbatsky,Cobie Smulders
150,Barney Stinson,Neil Patrick Harris
150,Lily Aldrin / Jasmine,Alyson Hannigan
150,Kevin,Kal Penn
150,Mickey Aldrin,Chris Elliott
150,Arvydas,Dimitri Diatchenko
150,Butterfly Knife,Matt Lasky
150,Ferrari,Milynn Sarley
150,Larry,Ptolemy Slocum
150,Dancer,Kristina Rodrigues
150,Narrator (voice) (uncredited),Bob Saget
150,Waitress (uncredited),Tennille Williams
151,Ted Mosby,Josh Radnor
151,Marshall Eriksen,Jason Segel
151,Robin Scherbatsky,Cobie Smulders
151,Barney Stinson,Neil Patrick Harris
151,Lily Aldrin,Alyson Hannigan
151,Garrison Cootes,Martin Short
151,Mickey Aldrin,Chris Elliott
151,Geraldine,Rebecca Creskoff
151,Narrator (voice) (uncredited),Bob Saget
152,Ted Mosby,Josh Radnor
152,Marshall Eriksen,Jason Segel
152,Robin Scherbatsky,Cobie Smulders
152,Barney Stinson,Neil Patrick Harris
152,Lily Aldrin,Alyson Hannigan
152,Quinn Garvey,Becki Newton
152,Kevin,Kal Penn
152,Judy Eriksen,Suzie Plakson
152,Wanda,Rachel Bloom
152,Candice,Brandi Burkhardt
152,Ronnie,Johnny Giacalone
152,Randi,Kim Hidalgo
152,Lauren,Lindsey Morgan
152,Vinny,Guy Nardulli
152,Ferrari,Milynn Sarley
152,Gina,Nicole Shabtai
152,Jenni,Melissa Soso
152,Lindsay,Nicole Zeoli
152,Just Screaming (voice) (uncredited),Gita Isak
152,Narrator (voice) (uncredited),Bob Saget
153,Ted Mosby,Josh Radnor
153,Marshall Eriksen,Jason Segel
153,Robin Scherbatsky,Cobie Smulders
153,Barney Stinson,Neil Patrick Harris
153,Lily Aldrin,Alyson Hannigan
153,Daughter,Lyndsy Fonseca
153,Son,David Henrie
153,Consuela,Angela Matemotja
153,Patrice,Ellen D. Williams
153,Bar Patron (uncredited),Conan O'Brien
153,Narrator (voice) (uncredited),Bob Saget
154,Ted Mosby,Josh Radnor
154,Marshall Eriksen,Jason Segel
154,Robin Scherbatsky,Cobie Smulders
154,Barney Stinson,Neil Patrick Harris
154,Lily Aldrin,Alyson Hannigan
154,Quinn Garvey,Becki Newton
154,Daughter,Lyndsy Fonseca
154,Son,David Henrie
154,Serendipity (credit only),Elena Diaz
154,Chanel,Tara Holt
154,Waitress,Lauren Pritchard
154,Kismet,Arielle Reitsma
154,Strip Club Patron,Todd Sandler
154,Ferrari,Milynn Sarley
154,Patrice,Ellen D. Williams
154,Strip Club Waitress (as Stefanja Pytel),Stefanja Orlowska
154,Narrator (voice) (uncredited),Bob Saget
154,Sheila (uncredited),Jackie Zane
155,Ted Mosby,Josh Radnor
155,Marshall Eriksen,Jason Segel
155,Robin Scherbatsky,Cobie Smulders
155,Barney Stinson,Neil Patrick Harris
155,Lily Aldrin,Alyson Hannigan
155,Quinn Garvey,Becki Newton
155,Daughter,Lyndsy Fonseca
155,Son,David Henrie
155,Milly,Wendy McColm
155,Martin,Ryan Meharry
155,Ned,Brendan Robinson
155,Patrice,Ellen D. Williams
155,Bar Patron (uncredited),Marc Abbink
155,Narrator (voice) (uncredited),Bob Saget
156,Ted Mosby,Josh Radnor
156,Marshall Eriksen,Jason Segel
156,Robin Scherbatsky,Cobie Smulders
156,Barney Stinson,Neil Patrick Harris
156,Lily Aldrin,Alyson Hannigan
156,Trey,Gregory Michael
156,Quinn Garvey,Becki Newton
156,Chester,Michael Gladis
156,Veronica,Meghan Maureen McDonough
156,Lisa (uncredited),Lauren Brown
156,Melanie (uncredited),Michelle LaRue
156,Narrator (voice) (uncredited),Bob Saget
157,Ted Mosby,Josh Radnor
157,Marshall Eriksen,Jason Segel
157,Robin Scherbatsky,Cobie Smulders
157,Barney Stinson,Neil Patrick Harris
157,Lily Aldrin,Alyson Hannigan
157,Quinn Garvey,Becki Newton
157,Sandy Rivers,Alexis Denisof
157,Ranjit,Marshall Manesh
157,Pilot,Eben Ham
157,Gary,Bryan Krasner
157,Narrator (voice) (uncredited),Bob Saget
158,Ted Mosby,Josh Radnor
158,Marshall Eriksen,Jason Segel
158,Robin Scherbatsky,Cobie Smulders
158,Barney Stinson,Neil Patrick Harris
158,Lily Aldrin,Alyson Hannigan
158,Quinn Garvey,Becki Newton
158,Grandma Lois,K Callan
158,Lou (as Michael G. Coleman),Michael Coleman
158,Yuthers,Bruce Gray
158,Robyn,Cristen Irene
158,Waiter,Mike Nojun Park
158,Darryl,Todd Sandler
158,Lizbeth,Katy Stoll
158,Holly,Karissa Vacker
158,Larry,Casey Washington
158,Narrator (voice) (uncredited),Bob Saget
159,Ted Mosby,Josh Radnor
159,Marshall Eriksen,Jason Segel
159,Robin Scherbatsky,Cobie Smulders
159,Barney Stinson,Neil Patrick Harris
159,Lily Aldrin,Alyson Hannigan
159,Mickey Aldrin,Chris Elliott
159,Dr. Sonya,Vicki Lewis
159,Daughter,Lyndsy Fonseca
159,Son,David Henrie
159,Fran,Brenda Ballard
159,7-Year old Lily Aldrin,Francesca Capaldi
159,Cab Driver,Max Daniels
159,Homeless Man,Paul Eliopoulos
159,Nurse,Katie Enright
159,Alfred,Elliot Goldwag
159,Bus Driver,Mike Grief
159,Security Guard,Bobby C. King
159,Joe,Caine Sinclair
159,Leila,Vivian Smallwood
159,Kate,Nikki Stanley
159,Elderly Chinese Man,Ken Takemoto
159,Banana Peel Girl (uncredited),Natalie Padilla
159,Narrator (voice) (uncredited),Bob Saget
159,Security Guard #2 (uncredited),Scott Workman
160,Ted Mosby,Josh Radnor
160,Marshall Eriksen,Jason Segel
160,Robin Scherbatsky,Cobie Smulders
160,Barney Stinson,Neil Patrick Harris
160,Lily Aldrin,Alyson Hannigan
160,Quinn Garvey,Becki Newton
160,Victoria,Ashley Williams
160,Loretta Stinson (voice),Frances Conroy
160,Mrs. Matsen (as Renee Taylor),Renée Taylor
160,Wade Flanagan,Rob Huebel
160,Guard #1,Lance Barber
160,Guard #2,Ed Alonzo
160,Mr. Drury,Christopher Carroll
160,Zelda,Kelly Connolly
160,Mr. McIntee,Peter Gannon
160,Guard #3 (uncredited),Ithamar Enriquez
160,Narrator (voice) (uncredited),Bob Saget
161,Ted Mosby,Josh Radnor
161,Marshall Eriksen,Jason Segel
161,Robin Scherbatsky,Cobie Smulders
161,Barney Stinson,Neil Patrick Harris
161,Lily Aldrin,Alyson Hannigan
161,Quinn Garvey,Becki Newton
161,Klaus,Thomas Lennon
161,Victoria,Ashley Williams
161,Nick Petteruti,Michael Trucco
161,Bernice,Judith Drake
161,Cab Driver,Hal Havins
161,Uta,Colleen Smith
161,Narrator (voice) (uncredited),Bob Saget
162,Ted Mosby,Josh Radnor
162,Marshall Eriksen,Jason Segel
162,Robin Scherbatsky,Cobie Smulders
162,Barney Stinson,Neil Patrick Harris
162,Lily Aldrin,Alyson Hannigan
162,Quinn Garvey,Becki Newton
162,Klaus,Thomas Lennon
162,Victoria,Ashley Williams
162,Nick Petteruti,Michael Trucco
162,Arthur Hobbs,Bob Odenkirk
162,Marvin Eriksen Sr.,Bill Fagerbakke
162,Judy Eriksen,Suzie Plakson
162,Young Marvin Eriksen Jr.,Blake Bertrand
162,Young Marcus Eriksen,Gibson Bobby Sjobeck
162,Quinn's Friend (uncredited),Carly Hollas
162,Ludwig (voice) (uncredited),Ken Lally
162,Narrator (voice) (uncredited),Bob Saget
163,Ted Mosby,Josh Radnor
163,Marshall Eriksen,Jason Segel
163,Robin Scherbatsky,Cobie Smulders
163,Barney Stinson,Neil Patrick Harris
163,Lily Aldrin,Alyson Hannigan
163,Mickey Aldrin,Chris Elliott
163,Victoria,Ashley Williams
163,Nick Petteruti,Michael Trucco
163,Mrs. Buckminster,Jane Carr
163,Julie,Kim Shaw
163,7-Year old Lily Aldrin,Francesca Capaldi
163,Kara,Melissa Christine
163,Sally,Daisy Faith
163,Beth,Marie Pettit
163,Quinn Garvey (archive footage) (uncredited),Becki Newton
163,Narrator (voice) (uncredited),Bob Saget
163,Hot Nanny (uncredited),Laura Soares
164,Ted Mosby,Josh Radnor
164,Marshall Eriksen,Jason Segel
164,Robin Scherbatsky,Cobie Smulders
164,Barney Stinson,Neil Patrick Harris
164,Lily Aldrin,Alyson Hannigan
164,Victoria,Ashley Williams
164,Nick Petteruti,Michael Trucco
164,Marcus Eriksen,Ned Rolsma
164,Daughter,Lyndsy Fonseca
164,Son,David Henrie
164,14 Year Old Marvin Eriksen,Jake Elliott
164,Christie,Nikki Limo
164,6 Year Old Marvin Eriksen,August Maturo
164,Mickey Aldrin (archive footage) (uncredited),Chris Elliott
164,McLaren's Pub Patron (uncredited),Sherina Mikasa
164,Narrator (voice) (uncredited),Bob Saget
164,Broller Girl (uncredited),Hannah Townsend
165,Ted Mosby,Josh Radnor
165,Marshall Eriksen,Jason Segel
165,Robin Scherbatsky,Cobie Smulders
165,Barney Stinson,Neil Patrick Harris
165,Lily Aldrin,Alyson Hannigan
165,Victoria,Ashley Williams
165,Nick Petteruti,Michael Trucco
165,Daughter,Lyndsy Fonseca
165,Son,David Henrie
165,Mia,Vanessa Lee Chester
165,Singer #3,Nikki Grier
165,Singer #1,Shannon Pearson
165,Peg,Amanda Reed
165,Narrator (voice) (uncredited),Bob Saget
166,Ted Mosby,Josh Radnor
166,Marshall Eriksen,Jason Segel
166,Robin Scherbatsky,Cobie Smulders
166,Barney Stinson,Neil Patrick Harris
166,Lily Aldrin,Alyson Hannigan
166,Nick Petteruti,Michael Trucco
166,Adrian,Morgan Peter Brown
166,Woman #1,Jenni-Kate Deshon
166,Joel,John Paul Green
166,Woman #2,Karolin Luna
166,Giles,Karthik Srinivasan
166,Patrice,Ellen D. Williams
166,Narrator (voice) (uncredited),Bob Saget
167,Ted Mosby,Josh Radnor
167,Marshall Eriksen,Jason Segel
167,Robin Scherbatsky,Cobie Smulders
167,Barney Stinson,Neil Patrick Harris
167,Lily Aldrin,Alyson Hannigan
167,Brad Morris,Joe Manganiello
167,Honeywell,Joe Lo Truglio
167,Fred,Joey D'Auria
167,Irving,Jared Gertner
167,Hot Dog Guy,Brendan Hunt
167,College Dude,Raymond Lee
167,Ray,Brian Shortall
167,Man in the Bar,Jesse Keen
167,Narrator (voice) (uncredited),Bob Saget
168,Ted Mosby,Josh Radnor
168,Marshall Eriksen,Jason Segel
168,Robin Scherbatsky,Cobie Smulders
168,Barney Stinson,Neil Patrick Harris
168,Lily Aldrin,Alyson Hannigan
168,Brad Morris,Joe Manganiello
168,Scooter,David Burtka
168,Judge Albert Donovan,Don Lake
168,Judge #1,Kim Estes
168,Scared Straight Teenager,Christian Hutcherson
168,Judge #2,Dennis Haskins
168,Blonde Juror,Cheryl Lynn Bowers
168,Dr. Bedrosian,Mark Cohen
168,Kid #1,Josh Douglas
168,14 Year Old Marvin Eriksen,Jake Elliott
168,Clerk,Missy Hairston
168,Kid #2,Herbie Jackson
168,Cop,Jeff Rector
168,Mountie #1 / Hotel Employee #1,Kurt Scholler
168,Bailiff,Steve Seagren
168,Sketch Artist,Nancy Stone
168,Mindy,Joy Meulenberg
168,MacLaren's Bar Patron (uncredited),Charlotte Benesch
168,Renaissance Princess (uncredited),Leigh Nieves
168,Party Couple (uncredited),Chelsea Reynolds
168,Narrator (voice) (uncredited),Bob Saget
169,Ted Mosby,Josh Radnor
169,Marshall Eriksen,Jason Segel
169,Robin Scherbatsky,Cobie Smulders
169,Barney Stinson,Neil Patrick Harris
169,Lily Aldrin,Alyson Hannigan
169,Doctor,Cornelius Peter
169,Brandi,Chelan Simmons
169,Patrice,Ellen D. Williams
169,MacLaren's Bar Patron (uncredited),Charlotte Benesch
169,Narrator (voice) (uncredited),Bob Saget
170,Ted Mosby,Josh Radnor
170,Marshall Eriksen,Jason Segel
170,Robin Scherbatsky,Cobie Smulders
170,Barney Stinson,Neil Patrick Harris
170,Lily Aldrin,Alyson Hannigan
170,Mickey Aldrin,Chris Elliott
170,Judy Eriksen,Suzie Plakson
170,Stuart,Matt Boren
170,Sandra,Suzi Barrett
170,Christy (as Amy Holland Pennell),Amy Holland
170,Patrice,Ellen D. Williams
170,McLaren's Bar Patron (uncredited),Charlotte Benesch
170,Narrator (voice) (uncredited),Bob Saget
171,Ted Mosby,Josh Radnor
171,Marshall Eriksen,Jason Segel
171,Robin Scherbatsky,Cobie Smulders
171,Barney Stinson,Neil Patrick Harris
171,Lily Aldrin,Alyson Hannigan
171,Daryl LaCorte,Seth Green
171,Professor Vinick,Peter Gallagher
171,Sandy Rivers,Alexis Denisof
171,Patrice,Ellen D. Williams
171,Devil Stick Ron,Doug Mand
171,Waitress,Misty Monroe
171,Himself (voice),Frank Viola
171,College Student (as Kailey Portsmouth),Kailey Michael Portsmouth
171,McLaren's Bar Patron (uncredited),Charlotte Benesch
171,Narrator (voice) (uncredited),Bob Saget
171,Brandi (uncredited),Chelan Simmons
172,Ted Mosby,Josh Radnor
172,Marshall Eriksen,Jason Segel
172,Robin Scherbatsky,Cobie Smulders
172,Barney Stinson,Neil Patrick Harris
172,Lily Aldrin,Alyson Hannigan
172,Mickey Aldrin,Chris Elliott
172,Patrice,Ellen D. Williams
172,Ranjit,Marshall Manesh
172,Yuthers,Bruce Gray
172,McLaren's Bar Patron (uncredited),Charlotte Benesch
172,Young Dad (uncredited),Trevor Brunsink
172,Narrator (voice) (uncredited),Bob Saget
172,Brandi (uncredited),Chelan Simmons
173,Ted Mosby,Josh Radnor
173,Marshall Eriksen,Jason Segel
173,Robin Scherbatsky,Cobie Smulders
173,Barney Stinson,Neil Patrick Harris
173,Lily Aldrin,Alyson Hannigan
173,Cindy,Rachel Bilson
173,Robin Scherbatsky Sr.,Ray Wise
173,Casey,Kaylee DeFer
173,Waiter,Tony Robinette
173,Woman (uncredited),Jennifer Birmingham
173,Pizzazzy's Waiter (uncredited),Eric Newnham
173,Marcus Eriksen (uncredited),Ned Rolsma
173,Narrator (voice) (uncredited),Bob Saget
174,Ted Mosby,Josh Radnor
174,Marshall Eriksen,Jason Segel
174,Robin Scherbatsky,Cobie Smulders
174,Barney Stinson,Neil Patrick Harris
174,Lily Aldrin,Alyson Hannigan
174,Carly,Ashley Benson
174,Man #2,Zach Bandler
174,Man #1,Sachin Bhatt
174,Man #3,Jason Heymann
174,Business Man,Chauncey Jenkins
174,Hot Girl,Nikki Tuazon
174,Barista,Jason Watson
174,Carly's Friend on Skates (uncredited),Ryan Budds
174,Narrator (voice) (uncredited),Bob Saget
175,Ted Mosby,Josh Radnor
175,Marshall Eriksen,Jason Segel
175,Robin Scherbatsky,Cobie Smulders
175,Barney Stinson,Neil Patrick Harris
175,Lily Aldrin,Alyson Hannigan
175,Himself,Paul Shaffer
175,Himself,Alex Trebek
175,Jeanette Peterson,Abby Elliott
175,Simon,James Van Der Beek
175,Alan Thicke,Alan Thicke
175,Chuck Gerussi,Dave Thomas
175,Himself,Jason Priestley
175,Himself,Geddy Lee
175,Himself,Steven Page
175,Himself,Dave Coulier
175,Himself,Luc Robitaille
175,Herself,k.d. lang
175,Turk Grimsby,Craig Lee Thomas
175,Gordie,Corey Krueger
175,U.T.T. Narrator (voice) (as James Jude Forbes),Jim Forbes
175,Old Man,Chuck Lacey
175,Grungy Slacker (uncredited),Dana Lee
175,Crew Cut Girl (uncredited),Rebecca Newton
175,Narrator (voice) (uncredited),Bob Saget
176,Ted Mosby,Josh Radnor
176,Marshall Eriksen,Jason Segel
176,Robin Scherbatsky,Cobie Smulders
176,Barney Stinson,Neil Patrick Harris
176,Lily Aldrin,Alyson Hannigan
176,Jeanette Peterson,Abby Elliott
176,Mike Tyson,Mike Tyson
176,Daughter,Lyndsy Fonseca
176,Son,David Henrie
176,Old Lady,Reatha Grey
176,Narrator (voice) (uncredited),Bob Saget
177,Ted Mosby,Josh Radnor
177,Marshall Eriksen,Jason Segel
177,Robin Scherbatsky,Cobie Smulders
177,Barney Stinson,Neil Patrick Harris
177,Lily Aldrin,Alyson Hannigan
177,The Captain,Kyle MacLachlan
177,Becky,Laura Bell Bundy
177,Shelly,Becky Baeling
177,Mike,Ron Nicolosi
177,Narrator (voice) (uncredited),Bob Saget
178,Ted Mosby,Josh Radnor
178,Marshall Eriksen,Jason Segel
178,Robin Scherbatsky,Cobie Smulders
178,Barney Stinson,Neil Patrick Harris
178,Lily Aldrin,Alyson Hannigan
178,Jeanette Peterson,Abby Elliott
178,Strickland Stevens (as Chris Smith),Christopher Nicholas Smith
178,Mia,Irene Choi
178,Emma,Maliabeth Johnson
178,Beach Babe,Ashley Michaelsen
178,Elderly Man (as Weston I. Nathanson),Weston Nathanson
178,Ted's Third Attempted Date (uncredited),Carly Hollas
178,Art Snob (uncredited),Eric Newnham
178,Art Snob (uncredited),Shaun Rylee
178,Narrator (voice) (uncredited),Bob Saget
179,Ted Mosby,Josh Radnor
179,Marshall Eriksen,Jason Segel
179,Robin Scherbatsky,Cobie Smulders
179,Barney Stinson,Neil Patrick Harris
179,Lily Aldrin,Alyson Hannigan
179,The Captain,Kyle MacLachlan
179,Husband #1,Cyrus Deboo
179,Tabatha,Ogy Durham
179,Wife #3,Jessica Gardner
179,Cheryl,Bianca Haase
179,Mrs. Hamaguchi,Karen Lew
179,Wife #2,Grace Parra
179,Young Woman,Emily Roche
179,Husband #3,Erik Van Wyck
179,Husband #2,Max Napolitano
179,Wife #1 (uncredited),Jodi Fleisher
179,Narrator (voice) (uncredited),Bob Saget
180,Ted Mosby,Josh Radnor
180,Marshall Eriksen,Jason Segel
180,Robin Scherbatsky,Cobie Smulders
180,Barney Stinson,Neil Patrick Harris
180,Lily Aldrin,Alyson Hannigan
180,Coat Check Girl,Jayma Mays
180,Carl,Joe Nieves
180,Daughter,Lyndsy Fonseca
180,Son,David Henrie
180,Louis,Lou Ferrigno Jr.
180,Narrator (voice) (uncredited),Bob Saget
181,Ted Mosby,Josh Radnor
181,Marshall Eriksen,Jason Segel
181,Robin Scherbatsky,Cobie Smulders
181,Barney Stinson,Neil Patrick Harris
181,Lily Aldrin,Alyson Hannigan
181,The Captain,Kyle MacLachlan
181,Liddy,Mircea Monroe
181,Bernard,Robert Baxt
181,Auctioneer,Mario Di Donato
181,Belissima,Jocelyn Osorio
181,Italian Game Show Host (voice) (uncredited),Sevy Di Cione
181,Narrator (voice) (uncredited),Bob Saget
182,Ted Mosby,Josh Radnor
182,Marshall Eriksen,Jason Segel
182,Robin Scherbatsky,Cobie Smulders
182,Barney Stinson,Neil Patrick Harris
182,Lily Aldrin,Alyson Hannigan
182,Quinn Garvey,Becki Newton
182,Loretta Stinson,Frances Conroy
182,Ralph Macchio,Ralph Macchio
182,Clown,William Zabka
182,Chinese Mobster,Calvin Jung
182,Chinese Bodyguard (uncredited),Americus Abesamis
182,Casino Gambler (uncredited),Billy Choi
182,Narrator (voice) (uncredited),Bob Saget
183,Ted Mosby,Josh Radnor
183,Marshall Eriksen,Jason Segel
183,Robin Scherbatsky,Cobie Smulders
183,Barney Stinson,Neil Patrick Harris
183,Lily Aldrin,Alyson Hannigan
183,Robin Scherbatsky Sr.,Ray Wise
183,Mariachi #1,George Barrera
183,Mother,Sonora Chase
183,Kid #4,Jacob Guenther
183,Kid #2,Daniel Harris
183,Tanner,Billy 4 Johnston
183,Kid #1,Michael Leone
183,Mariachi #3,Sam Marchan
183,Mariachi #2,Eduardo Reynoso Jr.
183,Kid #3,Cameron McCasland
183,Kaden,Albert Tsai
183,Narrator (voice) (uncredited),Bob Saget
184,Ted Mosby,Josh Radnor
184,Marshall Eriksen,Jason Segel
184,Robin Scherbatsky,Cobie Smulders
184,Barney Stinson,Neil Patrick Harris
184,Lily Aldrin,Alyson Hannigan
184,Krirsten,Casey Wilson
184,Calvin,Keegan-Michael Key
184,Tracy McConnell,Cristin Milioti
184,Judy Eriksen,Suzie Plakson
184,Ranjit,Marshall Manesh
184,Carl,Joe Nieves
184,Marcus Eriksen,Ned Rolsma
184,Rand,Brian Huskey
184,Daughter,Lyndsy Fonseca
184,Son,David Henrie
184,Hostess,Cherub Moore
184,Narrator (voice) (uncredited),Bob Saget
185,Ted Mosby,Josh Radnor
185,Marshall Eriksen,Jason Segel
185,Robin Scherbatsky,Cobie Smulders
185,Tracy McConnell,Cristin Milioti
185,Barney Stinson,Neil Patrick Harris
185,Lily Aldrin,Alyson Hannigan
185,Daphne,Sherri Shepherd
185,James Stinson,Wayne Brady
185,Judy Eriksen,Suzie Plakson
185,Ranjit,Marshall Manesh
185,Flight Attendant,Michael James Bell
185,Young Woman,Alex Scott
185,Security Guard,Wayne Temple
185,Gate Agent,Rudy Villagrana
185,Airport Officer (uncredited),Devin Hennessy
185,Narrator (voice) (uncredited),Bob Saget
186,Ted Mosby,Josh Radnor
186,Marshall Eriksen,Jason Segel
186,Robin Scherbatsky,Cobie Smulders
186,Tracy McConnell,Cristin Milioti
186,Barney Stinson,Neil Patrick Harris
186,Lily Aldrin,Alyson Hannigan
186,Daphne,Sherri Shepherd
186,James Stinson,Wayne Brady
186,Curtis,Roger Bart
186,Other Agent,Anisha Adusumilli
186,Linus,Robert Belushi
186,Female Gate Agent,Mary Gallagher
186,Herm,John C. Moskoff
186,Old Gypsy Woman,Irene Roseen
186,Young Gypsy (uncredited),Sarieha Alsawaf
186,Ted the Car Rental Worker (uncredited),Claude Miles
186,Narrator (voice) (uncredited),Bob Saget
187,Ted Mosby,Josh Radnor
187,Marshall Eriksen,Jason Segel
187,Robin Scherbatsky,Cobie Smulders
187,Tracy McConnell (credit only),Cristin Milioti
187,Barney Stinson,Neil Patrick Harris
187,Lily Aldrin,Alyson Hannigan
187,Daphne,Sherri Shepherd
187,James Stinson,Wayne Brady
187,Uncle Mort,Lou Cutell
187,Aunt Muriel,Marjorie Lovett
187,Linus,Robert Belushi
187,Packers Fan,Jason Boggs
187,Crusty Old Guy,Ramon Hilario
187,Elderly Relative,Joie Magidow
187,Gorgeous Woman,Cynthia Murell
187,Cop,Jonathan Craig Williams
187,Stella Zinman (archive footage) (uncredited),Sarah Chalke
187,Great-Grandmother (O.S.) (uncredited),Suzanne Friedline
187,Wedding Guest (uncredited),Ryan Philbin
187,Narrator (voice) (uncredited),Bob Saget
187,Security Guard (uncredited),Wayne Temple
187,Victoria (archive footage) (uncredited),Ashley Williams
187,Mustache Guy (uncredited),Eric Womack
188,Ted Mosby,Josh Radnor
188,Marshall Eriksen,Jason Segel
188,Robin Scherbatsky,Cobie Smulders
188,Tracy McConnell (credit only),Cristin Milioti
188,Barney Stinson,Neil Patrick Harris
188,Lily Aldrin,Alyson Hannigan
188,Ranjit,Marshall Manesh
188,Tim Gunn,Tim Gunn
188,Billy Zabka,William Zabka
188,Patrice,Ellen D. Williams
188,Amanda,Melissa Tang
188,Linus,Robert Belushi
188,Lisa,Cate Scott Campbell
188,Lauren,Di Koob
188,Bikini Babe Bombshell (uncredited),Tracey McCall
188,Gorgeous Woman (uncredited),Cynthia Murell
188,Wedding Guest (uncredited),Ryan Philbin
188,Narrator (voice) (uncredited),Bob Saget
188,Mustache Guy (uncredited),Eric Womack
189,Ted Mosby,Josh Radnor
189,Marshall Eriksen,Jason Segel
189,Robin Scherbatsky,Cobie Smulders
189,Tracy McConnell (credit only),Cristin Milioti
189,Barney Stinson,Neil Patrick Harris
189,Lily Aldrin,Alyson Hannigan
189,Daphne,Sherri Shepherd
189,Loretta Stinson,Frances Conroy
189,James Stinson,Wayne Brady
189,Ranjit,Marshall Manesh
189,Billy Zabka,William Zabka
189,Stuart,Matt Boren
189,Claudia,Virginia Williams
189,Delivery Guy,Jeff Grace
189,Tim Gunn (uncredited),Tim Gunn
189,Naomi (uncredited),Katie Holmes
189,Narrator (voice) (uncredited),Bob Saget
190,Ted Mosby,Josh Radnor
190,Marshall Eriksen,Jason Segel
190,Robin Scherbatsky,Cobie Smulders
190,Tracy McConnell (credit only),Cristin Milioti
190,Barney Stinson,Neil Patrick Harris
